_id,psuedocode,state,district,rural_urban,assembly,parliamentary,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,highclass,managment,pincode,year_of_establishment,year_of_recognition_pr,year_of_recognition_up,year_of_recognition_sec,year_of_recognition_hsec,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_premises,anganwadi_boys,anganwadi_girls,anganwadi_worker,instr_days_pr,instr_days_up,instr_days_sec,instr_days_hsec,avg_school_hrs_student_pr,avg_school_hrs_student_up,avg_school_hrs_student_sec,avg_school_hrs_student_hsec,avg_school_hrs_teacher_pr,avg_school_hrs_teacher_up,avg_school_hrs_teacher_sec,avg_school_hrs_teacher_hsec,cce_pr,cce_up,cce_sec,cce_hsec
1770,2673371,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.110,"","",3,3,1,12,5,700094,2004,,,,,2,2,3,9,1,19,2,4,0,3,3,1,1,9,0,0,0,220,222,220,220,6.00,6.00,6.00,6.00,7.00,7.00,7.00,7.00,2,2,2,2
1771,6562489,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.112,"","",1,3,1,4,1,700084,1950,1950,,,,2,2,3,9,2,2,19,0,0,0,0,2,2,2,0,0,0,229,0,0,0,5.10,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1772,7258625,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.112,"","",1,3,1,5,1,700070,1963,1963,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.20,0.00,0.00,0.00,1,9,9,9
1773,5265846,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.112,"","",1,3,1,5,1,700070,1972,1974,,,,2,2,3,9,2,2,0,0,0,0,0,2,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
1774,1074876,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.112,"","",1,3,1,5,1,700070,1954,1954,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
1775,9133874,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.112,"","",7,2,5,10,1,700084,1952,,1952,1964,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,230,230,0,0.00,5.50,5.50,0.00,0.00,5.50,5.50,0.00,9,1,1,9
1776,7786180,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.115,"","",5,3,5,12,1,700041,1961,,,1964,2003,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,232,232,232,0.00,5.30,5.30,5.30,0.00,5.30,5.30,5.30,9,1,2,2
1777,4456057,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.115,"","",5,3,5,12,1,700041,1953,,,1955,1962,1,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,37,58,58,0.00,4.30,5.40,5.10,0.00,5.40,5.40,5.40,9,1,1,1
1778,2646838,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.115,"","",1,3,1,4,5,700041,1995,,,,,2,2,3,9,2,19,0,0,0,0,0,1,2,9,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,2,9,9,9
1779,8319568,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.115,"","",3,3,1,12,5,700041,2001,,,,,2,2,3,9,2,19,0,0,0,3,3,1,1,9,0,0,0,206,206,206,206,5.00,6.00,6.00,6.00,6.00,7.00,7.00,7.00,1,1,1,1
1780,6886085,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.115,"","",1,3,1,4,5,700041,1953,,,,,2,1,3,9,2,2,19,4,0,0,0,1,2,9,0,0,0,232,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
1781,6875106,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.115,"","",1,3,1,4,5,700082,1998,2019,,,,2,2,3,9,2,2,4,19,14,0,0,1,2,9,0,0,0,165,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1782,2357189,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700053,1969,1969,,,,2,2,3,9,2,2,0,0,0,0,0,2,1,2,0,0,0,231,0,0,0,4.50,0.00,0.00,0.00,5.20,0.00,0.00,0.00,1,9,9,9
1783,7130683,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700053,1968,1973,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1784,2203614,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700053,1954,1973,,,,2,2,3,9,2,2,0,0,0,0,0,2,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1785,4975223,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700034,1972,1972,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,245,0,0,0,4.40,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1786,8818084,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700034,1972,1974,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.20,0.00,0.00,0.00,1,9,9,9
1787,8484974,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700053,1973,1973,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.45,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1788,3421857,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700041,1965,1969,,,,2,2,3,9,2,2,0,0,0,0,0,2,1,2,0,0,0,244,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1789,4113309,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700053,1969,1969,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1790,4866809,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.116,"","",1,3,1,5,1,700034,1972,1974,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1791,3176595,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.117,"","",1,3,1,4,1,700038,1983,1983,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1792,1328925,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.117,"","",1,3,1,5,1,700053,1963,1963,,,,2,1,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1793,1786317,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.117,"","",1,3,1,4,5,700053,1979,1979,,,,2,2,3,9,2,19,0,0,0,0,0,1,2,9,0,0,0,201,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2,9,9,9
1794,5762538,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.117,"","",1,3,1,4,3,700002,2010,2010,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
1795,1180212,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.117,"","",1,3,1,4,3,700038,2001,2001,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,11,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
1796,8025852,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.117,"","",4,3,5,8,1,700053,2010,,2010,,,2,2,3,9,2,4,0,0,0,0,0,1,9,2,0,0,0,0,232,0,0,0.00,4.30,0.00,0.00,0.00,4.30,0.00,0.00,9,1,9,9
1797,4738462,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.122,"","",5,2,5,12,1,700082,1926,,,1979,2016,2,2,3,9,1,2,0,0,0,2,2,1,9,2,0,0,0,0,240,212,200,0.00,6.00,6.00,6.00,0.00,7.00,7.00,7.00,9,1,1,1
1798,4572421,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.122,"","",5,3,5,12,1,700082,1968,,1968,1987,1996,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,238,238,238,0.00,6.00,6.00,6.00,0.00,7.00,7.00,7.00,9,1,1,1
1799,6426803,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.122,"","",1,3,1,5,1,700082,1969,1969,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1800,1679650,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.122,"","",1,3,1,5,1,700082,1952,1952,,,,2,2,3,9,2,2,0,0,0,0,0,2,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1801,1223008,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.122,"","",1,3,1,5,1,700082,1972,,,,,2,2,3,9,1,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.40,0.00,0.00,0.00,5.40,0.00,0.00,0.00,1,9,9,9
1802,3880510,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.122,"","",1,2,1,4,1,700041,1954,1955,,,,2,2,3,9,1,2,0,0,0,0,0,1,2,2,0,0,0,190,0,0,0,5.40,0.00,0.00,0.00,6.00,0.00,0.00,0.00,1,9,9,9
1803,4239074,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.122,"","",1,3,1,5,1,700082,1970,1972,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1804,5954178,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,4,1,700008,1956,1957,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.10,0.00,0.00,0.00,1,9,9,9
1805,4822621,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,5,1,700008,1956,1957,,,,2,2,3,9,2,2,0,0,0,0,0,2,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1806,8576068,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,5,1,700008,1953,1958,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.40,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1807,2614311,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,5,1,700008,1969,1969,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1808,1974610,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,4,1,700008,1951,1951,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1809,5511182,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,4,1,700008,1974,1974,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1810,6932217,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,5,3,700008,1966,1966,,,,2,2,3,9,2,2,19,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,2,9,9,9
1811,8791510,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,4,3,700008,2001,2001,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
1812,3292811,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,5,3,700008,1972,2008,,,,2,1,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1813,7682440,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.123,"","",1,3,1,5,6,700008,1997,1997,,,,1,2,1,2,2,2,0,0,0,0,0,1,1,2,0,0,0,201,0,0,0,5.30,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1814,6468044,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.127,"","",1,3,1,5,1,700061,1959,1959,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1815,9470350,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.127,"","",1,3,1,5,1,700061,1983,1983,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1816,3935951,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.127,"","",2,3,1,8,3,700061,2009,2009,,,,2,2,3,9,2,4,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,2,9,9
1817,7868938,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.127,"","",3,3,1,12,5,700061,1983,1983,2001,2003,2006,2,2,3,9,2,19,0,0,0,2,2,1,1,9,0,0,0,190,190,205,205,3.40,3.40,5.40,5.40,3.40,3.40,5.40,5.40,1,1,1,1
1818,6115361,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",1,3,1,5,1,700034,1934,1957,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,242,0,0,0,3.45,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2,9,9,9
1819,2588835,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",1,3,1,5,1,700060,1960,1960,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.30,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1820,7658924,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",1,3,1,4,1,700060,1960,1960,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.15,0.00,0.00,0.00,1,9,9,9
1821,8402424,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",4,2,5,8,1,700034,1965,,,,,2,2,3,9,2,2,0,0,0,0,0,1,9,2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9,2,9,9
1822,6660144,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",1,3,1,5,3,700034,1947,1947,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,1,26,33,2,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,9,9,9
1823,5456107,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",7,2,5,10,1,700060,1954,,1966,1968,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,232,232,0,0.00,5.45,5.45,0.00,0.00,6.15,6.15,0.00,9,1,1,9
1824,1460132,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",7,2,5,10,1,700060,1959,,1967,1974,,2,2,3,9,2,2,0,0,0,2,0,1,9,2,0,0,0,0,232,232,0,0.00,5.40,5.40,0.00,0.00,6.00,6.00,0.00,9,1,1,9
1825,6569071,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",5,2,5,12,1,700034,1934,,1952,1952,1999,2,1,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,180,180,180,0.00,6.00,6.00,6.00,0.00,6.00,6.00,6.00,9,1,1,1
1826,2571175,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",5,3,5,12,1,700060,1971,,,1980,1996,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,240,240,215,0.00,5.40,5.40,5.10,0.00,6.00,6.00,6.00,9,1,1,1
1827,9190480,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",1,3,1,4,3,700034,2001,2001,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,15,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,1,9,9,9
1828,3193856,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.130,"","",1,3,1,5,3,700034,2012,2012,,,,2,2,3,9,2,19,0,0,0,0,0,1,1,2,0,0,0,248,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1829,3000479,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.135,"","",1,3,1,4,5,700091,2012,2012,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,9,0,0,0,220,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,2,9,9,9
1830,3014530,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.135,"","",1,3,1,4,3,700024,2010,2010,,,,2,1,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,232,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,9,9,9
1831,3792373,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.135,"","",1,3,1,4,3,700024,2001,2001,,,,2,2,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,14,0,0,0,3.00,0.00,0.00,0.00,3.50,0.00,0.00,0.00,1,9,9,9
1832,2390899,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.135,"","",1,3,1,4,3,700024,2001,2001,,,,2,2,3,9,2,18,0,0,0,0,0,1,2,2,0,0,0,49,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
1833,8705183,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.135,"","",1,3,1,4,3,700024,2001,2001,,,,2,1,3,9,2,2,0,0,0,0,0,1,2,2,0,0,0,232,0,0,0,3.00,0.00,0.00,0.00,3.30,0.00,0.00,0.00,2,9,9,9
1834,9426506,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.135,"","",1,3,1,4,5,700024,1975,2011,,,,2,2,3,9,2,18,0,0,0,0,0,1,2,9,0,0,0,242,0,0,0,3.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2,9,9,9
1835,4308920,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.137,"","",5,3,5,12,1,700024,1924,,,1924,1959,2,2,3,9,2,18,2,0,0,2,2,1,9,2,0,0,0,0,220,220,220,0.00,5.40,5.40,5.40,0.00,5.50,5.50,5.50,9,2,2,2
1836,1469141,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.137,"","",5,3,5,12,1,700024,1948,,1953,1953,1976,2,2,3,9,2,4,19,0,0,2,2,1,9,2,0,0,0,0,248,248,190,0.00,5.40,5.40,4.30,0.00,5.40,5.40,4.30,9,1,1,1
1837,9448120,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.137,"","",1,3,1,5,1,700024,1983,1983,,,,2,2,3,9,2,18,0,0,0,0,0,1,1,1,22,18,1,232,0,0,0,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,2,9,9,9
1838,5895277,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.137,"","",1,3,1,5,1,700024,1972,1972,,,,2,1,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,243,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
1839,4521437,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.137,"","",1,3,1,4,1,700024,1924,1966,,,,2,2,3,9,2,18,0,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,1,9,9,9
1840,8618759,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.137,"","",1,3,1,5,3,700024,1962,1962,,,,2,2,3,9,2,18,19,0,0,0,0,1,1,2,0,0,0,232,0,0,0,4.00,0.00,0.00,0.00,4.50,0.00,0.00,0.00,1,9,9,9
1841,7116086,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.138,"","",1,3,1,5,1,700018,1981,1981,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,240,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1842,9339976,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.141,"","",1,3,1,5,1,700044,1981,1981,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,240,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1843,8948776,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.141,"","",1,3,1,5,1,700044,1971,1974,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,240,0,0,0,4.50,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1844,5221332,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.141,"","",1,3,1,5,1,700044,1967,1967,,,,2,1,3,9,2,18,0,0,0,0,0,1,1,2,0,0,0,245,0,0,0,4.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1845,1433992,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.141,"","",1,3,1,5,1,700044,1969,1969,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,234,0,0,0,5.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,1,9,9,9
1846,3105288,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.141,"","",1,3,1,5,1,700044,1962,1968,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,240,0,0,0,5.10,0.00,0.00,0.00,5.30,0.00,0.00,0.00,1,9,9,9
1847,4066841,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.141,"","",1,3,1,4,1,700044,1909,1909,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,246,0,0,0,5.00,0.00,0.00,0.00,5.50,0.00,0.00,0.00,1,9,9,9
1848,6902956,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.141,"","",5,2,5,12,1,700044,1965,,1968,1971,2020,2,2,3,9,2,2,0,0,0,2,2,1,9,2,0,0,0,0,232,232,180,0.00,4.30,5.50,5.50,0.00,5.50,5.50,5.50,9,1,1,1
1849,8083427,West Bengal,KOLKATA,2,"","",Kolkata-Municipal Corporations,Kolkata (M Corp.) - Ward No.141,"","",1,3,1,5,3,700044,1936,1936,,,,2,2,3,9,2,2,0,0,0,0,0,1,1,2,0,0,0,39,0,0,0,4.00,0.00,0.00,0.00,4.30,0.00,0.00,0.00,1,9,9,9
