_id,psuedocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,func_boys_cwsn_friendly,func_girls_cwsn_friendly,urinal_boys,urinla_girls,handwash_near_toilet,drinking_water_available,drinking_water_functional,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,playground_available,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,ict_lab,laptop,tablet,desktop,digiboard,projector,printer,internet,dth
1924,7382126,2,1,0,1,8,1,8,0,0,2,1,1,3,3,1,1,1,3,1,1,1,2,1,1,2,2,1,1,1,2,226,2,0,0,0,0,0,0,2,2
1925,1488756,3,1,1,1,17,1,13,4,0,1,4,4,1,1,1,0,10,1,1,1,1,2,1,1,2,1,1,1,1,1,411,2,0,0,0,0,0,0,2,2
1926,6335611,3,1,1,5,4,1,4,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,50,2,0,0,0,0,0,0,2,2
1927,6790484,4,2,1,6,5,0,3,2,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,1,1,1,1,33,2,0,0,0,0,0,0,2,2
1928,2230478,3,1,1,5,5,3,5,0,0,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,1,20,2,0,0,0,0,0,0,2,2
1929,1019836,2,1,0,5,4,1,0,4,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,2,2
1930,6588350,3,1,1,1,8,7,8,0,0,2,3,3,2,2,1,0,3,2,1,1,1,2,1,1,2,1,2,1,1,1,47,2,0,0,0,0,0,0,2,2
1931,1277349,3,1,1,1,5,1,0,0,5,2,2,2,3,3,1,0,1,2,1,1,1,2,1,1,2,1,1,1,1,1,50,2,0,0,0,0,0,0,2,2
1932,3184426,3,1,1,1,6,2,6,0,0,2,1,1,1,1,1,0,2,1,1,1,1,2,1,1,2,1,1,1,1,1,100,2,0,0,1,0,0,0,1,2
1933,1531012,3,1,1,1,4,1,4,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,10,2,0,0,0,0,0,0,2,2
1934,8853241,2,1,1,5,7,4,7,0,0,2,3,3,2,2,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,37,2,0,0,0,0,0,0,2,2
1935,8617163,4,1,1,5,6,1,2,0,4,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,2,2
1936,5799692,3,1,1,2,15,9,3,2,10,1,3,3,0,0,0,0,3,0,1,1,1,2,1,1,2,1,2,1,1,1,100,1,0,0,1,0,1,1,1,2
1937,4295881,4,1,1,2,8,3,5,1,2,1,0,0,4,4,0,0,0,4,1,1,1,2,1,1,2,1,2,1,1,2,94,1,0,0,10,0,1,1,1,2
1938,4259957,3,2,2,5,8,8,8,0,0,2,3,3,0,0,1,0,4,0,1,1,1,2,1,1,2,1,2,1,1,2,58,1,0,0,1,0,1,1,1,2
1939,6521783,2,1,1,1,2,1,1,0,1,1,1,1,1,1,0,0,1,1,2,1,1,2,1,1,2,1,2,1,2,2,25,2,0,0,0,0,0,0,1,2
1940,9838691,2,1,1,1,1,0,0,1,0,2,1,1,2,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,35,2,0,0,0,0,0,0,2,2
1941,8002060,2,1,1,1,2,2,1,1,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,35,2,0,0,0,0,0,0,2,2
1942,7584191,2,1,1,1,2,1,0,0,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,35,2,0,0,0,0,0,0,1,2
1943,9100974,2,1,1,1,3,0,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,20,2,0,0,0,0,0,0,2,2
1944,1173606,2,1,1,1,3,1,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,20,2,0,0,0,0,0,0,2,2
1945,5796527,3,1,1,6,6,1,6,0,0,1,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
1946,5321742,4,1,1,1,4,3,4,0,0,1,1,1,2,2,0,0,1,3,1,1,1,2,1,1,2,1,2,1,1,2,150,2,0,0,0,0,0,0,2,2
1947,7903391,2,1,1,1,2,0,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,25,2,0,0,0,0,0,0,2,2
1948,2385474,2,1,0,1,5,0,0,3,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,20,2,0,0,0,0,0,0,2,2
1949,3655248,2,1,1,1,5,1,5,0,0,2,1,1,1,1,0,0,6,1,1,1,1,2,1,1,2,1,2,1,1,1,200,2,0,0,0,0,0,0,2,2
1950,7899808,2,1,1,1,1,1,0,0,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,2,1,2,2,40,2,0,0,0,0,0,0,2,2
1951,7790514,2,1,1,1,2,0,0,0,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,40,2,0,0,0,0,0,0,2,2
1952,9779956,2,1,1,1,3,0,0,0,3,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,56,2,0,0,0,0,0,0,2,2
1953,2206661,1,1,1,1,11,3,11,0,0,2,0,0,8,8,0,0,0,8,1,1,1,2,1,1,2,2,1,1,1,1,500,2,0,0,6,0,0,0,1,2
1954,8475762,2,1,1,1,7,2,3,2,2,1,2,2,2,2,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,100,2,0,0,0,0,0,0,2,2
1955,5182263,2,1,1,1,5,1,5,0,0,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,50,2,0,0,0,0,0,0,1,2
1956,7728860,2,1,1,1,4,1,0,4,0,2,1,1,1,1,0,0,0,0,1,1,1,2,1,1,2,1,2,1,1,1,52,2,0,0,0,0,0,0,2,2
1957,7938308,4,1,1,5,4,2,4,0,0,2,1,1,2,2,0,0,0,0,1,1,1,2,1,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,2,2
1958,2661082,3,1,1,5,34,7,31,1,2,1,12,10,3,3,1,0,16,4,1,1,1,2,1,1,1,1,2,1,1,2,1163,1,2,0,3,0,1,3,1,2
1959,3842046,1,1,1,1,19,12,19,0,0,1,6,6,0,0,1,0,17,0,1,1,1,2,1,1,2,1,2,1,1,2,666,1,1,0,8,0,2,1,1,2
1960,5297216,3,1,1,1,4,1,4,0,0,2,0,0,6,6,0,0,0,6,1,1,1,3,1,1,2,1,2,1,1,2,30,2,0,0,0,0,0,0,1,2
1961,4960737,3,2,2,1,12,8,12,0,0,1,7,7,0,0,0,0,7,0,1,1,1,2,1,1,2,1,2,1,1,1,23,1,0,0,5,1,2,2,1,2
1962,9829474,1,1,1,1,6,1,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,2,2,100,2,0,6,3,0,0,0,1,2
1963,3745614,1,1,1,1,5,4,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,40,2,0,0,2,0,0,0,1,2
1964,8851609,3,1,1,1,4,1,0,0,4,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,1,1,0,2,0,0,0,0,0,0,2,2
1965,3554890,1,1,1,1,5,1,5,0,0,1,2,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,100,2,0,0,0,0,0,0,2,2
1966,8598969,3,1,0,7,3,1,2,0,1,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,1,50,2,0,0,0,0,0,0,2,2
1967,5893689,3,1,1,7,6,3,2,4,0,1,0,0,3,3,0,0,0,1,1,1,1,2,1,1,2,1,2,1,1,2,65,1,0,0,2,0,0,0,1,2
1968,8087786,4,1,1,1,3,1,3,0,0,2,2,2,2,2,0,0,1,1,1,1,1,2,1,1,2,1,1,1,1,2,80,2,0,0,2,0,0,0,2,2
1969,2417709,2,1,1,1,3,0,0,1,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,35,2,0,0,0,0,0,0,2,2
1970,3622879,2,1,1,1,3,1,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,20,2,0,0,0,0,0,0,2,2
1971,5132921,2,1,1,1,4,0,2,2,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,37,2,0,0,0,0,0,0,2,2
1972,7218693,2,1,1,1,14,5,5,6,3,1,3,3,0,0,0,0,3,0,1,1,1,2,1,1,2,1,2,2,2,2,121,2,0,0,10,0,2,1,1,2
1973,6026812,1,1,1,5,6,11,2,2,2,1,0,0,4,4,0,0,0,4,1,1,1,2,1,1,2,1,2,1,1,2,300,2,1,0,4,0,1,2,1,2
1974,5561026,2,1,1,5,7,2,6,0,1,1,2,2,0,0,1,0,7,0,1,1,1,2,1,1,2,1,2,1,1,1,300,2,0,0,2,0,0,1,1,2
1975,9024324,2,1,1,1,26,10,26,0,0,1,0,0,4,4,0,0,0,22,1,1,1,2,1,1,2,1,2,1,2,2,1310,2,2,0,32,0,1,4,1,2
1976,4990658,1,1,1,1,22,8,22,0,0,1,14,14,9,9,1,1,14,9,1,1,1,1,1,1,2,1,1,1,2,2,450,2,15,0,44,0,8,6,1,2
1977,6092609,1,1,1,1,26,0,26,0,0,1,0,0,2,2,0,0,0,2,1,1,1,2,1,1,2,1,1,1,2,2,1000,2,0,0,0,0,0,0,2,2
1978,6706623,2,3,1,5,23,4,0,0,23,1,3,1,1,1,1,1,4,5,1,1,1,2,1,1,2,1,2,1,2,2,830,2,2,0,10,0,1,3,1,2
1979,2433126,1,1,1,1,10,0,6,0,4,1,0,0,6,5,0,0,0,5,1,1,1,2,1,1,2,1,1,2,1,2,0,2,0,0,0,0,0,0,1,2
1980,9908570,2,1,1,1,16,11,16,0,0,1,0,0,5,5,0,0,0,6,1,1,1,2,1,1,2,1,2,1,2,2,550,2,2,0,31,0,1,2,1,2
1981,5515060,2,1,1,1,4,0,4,0,0,1,0,0,1,1,0,1,0,1,1,1,1,2,1,1,2,1,2,2,1,2,0,2,0,0,0,0,0,0,2,2
1982,8842082,3,1,1,1,11,2,2,0,9,2,0,0,10,10,0,2,0,10,1,1,1,2,1,1,2,1,1,1,1,2,204,2,0,0,0,0,0,0,2,2
1983,8743196,2,1,1,5,6,0,6,0,0,2,2,2,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,1,1,0,2,0,0,0,0,0,0,2,2
1984,9596210,3,1,1,1,1,2,1,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,2,2,2,1,2,30,2,0,0,0,0,0,0,2,2
1985,9314035,4,1,0,1,1,0,0,0,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,0,2,0,0,0,0,0,0,2,2
1986,2243422,2,1,1,5,3,0,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,0,2,0,0,0,0,0,0,2,2
1987,9056870,1,2,2,1,44,0,13,0,31,1,4,4,4,4,1,0,8,8,1,1,1,2,1,1,2,1,1,1,1,2,217,2,0,0,0,0,0,0,2,2
1988,1093044,2,1,1,1,9,3,9,0,0,1,0,0,2,2,0,0,0,2,1,1,1,2,1,1,2,1,1,1,2,2,60,2,0,0,0,0,0,0,1,2
1989,8721705,2,1,0,1,1,0,1,0,0,2,10,1,1,1,0,0,1,1,1,1,1,3,2,1,2,1,2,2,2,2,0,2,0,0,0,0,0,0,2,2
1990,7869981,2,1,1,5,6,2,4,2,0,1,1,1,1,1,0,0,1,1,2,1,1,2,1,1,2,2,2,1,2,2,0,2,0,0,0,0,0,0,2,2
1991,6531993,2,1,1,1,6,3,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,19,2,0,0,0,0,0,0,2,2
1992,1334692,2,1,1,7,3,0,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,25,2,0,0,0,0,0,0,2,2
1993,9170144,2,1,1,5,2,0,2,0,0,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,0,2,0,0,0,0,0,0,2,2
1994,7327508,2,1,0,1,2,0,0,0,2,2,1,1,1,1,0,0,1,1,1,1,1,2,2,1,2,1,1,1,2,2,0,2,0,0,0,0,0,0,2,2
1995,2472274,2,2,2,1,3,4,1,0,2,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,35,2,0,0,0,0,0,0,2,2
1996,8112523,2,1,0,5,3,2,1,0,2,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,2,2
1997,7641186,1,3,1,1,7,3,0,2,5,1,1,1,1,1,0,0,1,2,1,1,1,2,1,1,2,2,2,1,1,1,48,2,0,0,0,0,0,0,2,2
1998,3456161,2,1,1,5,2,0,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,48,2,0,0,0,0,0,0,2,2
1999,7921969,3,1,1,1,25,15,8,8,9,1,0,0,3,3,0,1,0,6,1,1,1,2,1,1,2,1,2,1,1,1,176,1,0,0,12,0,2,1,1,2
2000,3243573,1,2,2,5,8,4,8,0,0,1,0,0,6,4,0,0,0,6,1,1,1,2,1,1,2,1,2,1,1,1,60,2,0,0,1,0,0,0,1,2
2001,8232620,2,1,1,1,6,3,3,2,1,1,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,2,1,1,2,7,2,0,0,0,0,0,0,1,2
2002,1668997,2,1,1,1,14,5,14,0,0,1,0,0,4,4,0,0,0,4,1,1,1,2,1,1,2,1,2,1,2,2,0,1,0,0,10,0,1,1,1,2
2003,1430309,4,1,1,2,28,6,24,2,2,1,6,4,0,0,1,0,12,0,1,1,1,2,1,1,2,1,2,1,1,2,521,1,0,0,15,0,1,2,1,2
2004,6175167,3,1,1,1,4,2,4,0,0,2,1,1,1,1,1,0,3,1,1,1,1,2,1,1,2,1,1,1,1,2,12,2,0,0,0,0,0,0,2,2
2005,9907685,3,1,1,1,42,10,42,0,0,1,0,0,13,13,0,0,0,18,1,1,1,2,1,1,1,1,1,1,1,2,1572,1,1,0,34,2,2,4,1,2
2006,1829454,2,1,1,5,2,0,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,2,2,10,2,0,0,0,0,0,0,2,2
2007,9310953,4,1,1,1,3,1,3,0,0,1,1,1,1,1,0,0,2,1,1,1,1,2,1,1,2,1,2,1,1,2,60,2,0,0,0,0,0,0,1,2
2008,8208584,2,1,1,6,5,0,0,5,0,2,1,1,1,1,0,0,1,1,2,1,1,2,2,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,2,2
2009,5735850,1,1,1,1,18,4,18,0,0,1,4,4,3,3,0,0,4,3,1,1,1,2,2,1,2,1,1,2,1,2,550,2,0,0,10,0,1,2,1,2
2010,4911537,1,1,1,1,14,4,14,0,0,1,2,2,4,4,0,0,2,3,1,1,1,2,2,1,2,1,1,2,1,2,450,2,0,0,10,0,0,2,1,2
2011,6739964,3,1,1,1,14,5,10,2,2,2,2,2,3,3,0,0,2,3,1,1,1,2,1,1,2,1,1,1,2,2,450,2,0,0,10,0,0,2,1,2
2012,7148744,1,1,1,1,38,12,38,0,0,1,3,3,1,1,0,0,3,1,1,1,1,2,1,1,2,1,2,2,1,2,1400,2,0,0,10,0,0,1,1,2
2013,9546053,1,5,5,1,56,0,56,0,0,1,0,0,49,49,0,0,0,30,1,1,1,2,1,1,2,1,2,2,2,2,500,2,0,0,24,0,1,7,2,2
2014,7690845,3,2,2,1,28,20,28,0,0,1,6,6,0,0,1,0,7,0,1,1,1,2,1,1,2,1,1,2,1,2,1121,2,1,0,15,0,0,3,1,2
2015,5251201,3,1,1,5,2,0,2,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
2016,6717001,1,1,1,6,4,0,2,2,0,2,1,1,2,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,15,2,0,0,0,0,0,0,2,2
2017,1188324,1,2,2,1,33,2,33,0,0,1,0,0,22,22,0,0,0,22,1,1,1,2,1,1,1,1,1,2,2,2,1023,2,1,0,27,5,2,6,1,2
2018,2949825,1,1,1,5,2,0,0,2,0,2,3,1,1,1,0,0,0,0,1,1,1,2,1,1,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,2
2019,8552617,2,1,1,1,4,0,4,0,0,2,1,1,1,1,0,0,2,2,1,1,1,2,1,1,2,1,1,1,2,2,90,2,0,0,0,0,0,0,2,2
2020,7438351,2,1,1,1,3,0,3,0,0,2,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,1,1,1,1,75,2,0,0,0,0,0,0,2,2
2021,4922529,2,2,2,1,6,2,0,1,5,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,40,2,0,0,0,0,0,0,2,2
2022,5038321,2,1,1,1,15,11,11,3,1,1,4,4,0,0,1,0,5,0,1,1,1,2,1,1,2,1,2,1,1,2,39,1,0,0,10,0,0,0,1,2
2023,2332669,2,1,1,6,3,1,0,0,3,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,0,2,0,0,0,0,0,0,2,2
2024,5855959,3,1,1,1,8,4,6,0,2,2,1,1,4,4,0,0,1,4,1,1,1,2,1,1,2,1,2,1,1,2,35,2,0,0,0,0,0,0,2,2
2025,4955464,3,1,1,1,4,9,1,3,0,2,2,2,2,2,0,0,5,2,1,1,1,2,1,1,2,1,2,2,1,2,0,2,0,0,0,0,0,0,2,2
2026,4520119,1,4,4,1,30,8,30,0,0,1,0,0,70,70,0,0,0,0,1,1,1,2,1,1,1,1,1,1,2,2,1062,2,2,0,48,0,2,7,1,2
2027,4516789,3,1,1,1,4,7,0,4,0,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,1,0,0,0,2,2
2028,8849549,1,1,1,1,30,6,30,0,0,1,0,0,30,30,0,1,0,30,1,1,1,2,1,1,2,1,1,1,1,2,1007,2,1,0,44,0,3,4,1,2
2029,1890641,3,1,1,1,20,0,8,7,5,1,0,0,5,3,0,1,0,3,1,1,1,2,1,1,2,1,1,1,1,2,500,2,0,0,10,0,3,1,1,2
2030,5742696,2,1,1,7,6,2,2,3,1,1,0,0,4,4,0,2,0,1,1,1,1,2,1,1,2,1,2,1,1,2,14,2,0,0,1,0,0,0,1,2
2031,4535698,1,3,3,1,24,6,16,0,8,1,0,0,15,15,0,0,0,15,1,1,1,2,1,1,2,1,1,1,1,1,714,1,0,0,22,0,2,3,1,2
2032,1265647,3,4,4,6,4,4,3,0,1,2,0,0,3,2,0,0,0,3,1,1,1,2,1,1,2,1,2,2,1,2,44,2,0,0,0,0,0,0,2,2
2033,7533409,2,1,1,6,5,2,3,0,2,2,1,1,2,2,1,0,1,2,1,1,1,1,1,1,2,1,2,1,2,2,114,2,0,0,1,0,0,0,2,2
2034,1273838,2,1,1,1,5,2,4,0,1,2,3,3,0,0,0,0,3,0,1,1,1,1,1,1,2,1,2,1,2,2,42,2,0,0,0,0,0,0,2,2
2035,6134707,3,1,1,1,4,4,3,0,1,1,3,2,1,1,0,0,3,1,1,1,1,2,1,1,2,1,2,2,1,2,100,2,0,0,0,0,0,0,2,2
2036,9461423,3,3,3,1,14,2,8,6,0,1,5,4,2,2,1,0,5,2,1,1,1,2,1,1,2,1,1,1,1,1,3,2,0,0,1,0,1,0,1,2
2037,4174914,2,1,1,1,5,1,5,0,0,2,2,2,2,2,0,0,2,2,1,1,1,2,1,1,2,1,1,1,2,2,70,2,0,0,0,0,0,0,1,2
2038,7268902,4,1,1,1,4,1,2,0,2,1,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,0,0,0,2,2
2039,2395946,1,1,1,7,16,8,10,6,0,1,0,0,6,6,0,0,0,6,1,1,1,2,1,1,2,1,1,1,1,2,334,1,0,0,17,0,1,4,1,2
2040,8823805,2,1,1,1,3,3,3,0,0,2,1,1,1,1,1,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,19,2,0,0,0,0,0,0,2,2
2041,4000844,4,1,1,1,19,4,2,4,13,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,394,1,1,1,14,0,1,1,1,2
2042,2648084,2,1,1,2,5,0,5,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,2,1,2,1,1,1,2,2,0,2,0,0,0,0,0,0,2,2
2043,9668292,1,1,1,1,7,10,7,0,0,1,3,1,6,6,0,0,1,6,1,1,1,2,1,1,2,1,2,1,1,1,97,2,0,0,1,0,0,0,1,2
2044,1124369,1,1,1,1,15,2,15,0,0,2,0,0,8,8,0,0,0,2,1,1,1,2,1,1,2,1,1,1,1,2,614,2,0,0,0,0,0,0,2,2
2045,5910658,2,1,1,1,4,0,4,0,0,1,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,2,1,2,2,20,2,0,0,0,0,0,0,2,2
2046,2677653,1,1,1,1,6,10,6,0,0,2,0,0,5,5,0,1,0,5,1,1,1,1,1,1,2,1,2,1,1,1,57,2,0,0,0,0,0,0,2,2
2047,8628705,3,1,1,1,11,2,11,0,0,2,2,2,0,0,0,0,2,0,1,1,1,2,1,1,2,1,1,1,1,2,89,2,0,0,0,0,0,0,2,2
2048,6022314,2,1,1,5,2,0,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,20,2,0,0,0,0,0,0,2,2
2049,1576799,2,1,1,1,3,1,3,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,1,1,2,2,6,2,0,0,0,0,0,0,2,2
2050,6463209,2,1,0,1,4,1,0,4,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,80,2,0,0,1,0,0,0,2,2
2051,7126572,2,1,1,5,3,0,0,3,0,2,1,1,1,1,0,0,1,1,2,1,1,2,2,1,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,2
2052,4140686,3,1,1,1,4,1,4,0,0,1,1,1,2,2,0,0,2,1,1,1,1,2,1,1,2,1,1,2,1,1,12,2,0,0,0,0,0,0,2,2
2053,6990881,2,1,1,2,2,0,2,0,0,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,2,2,2,2,28,2,0,0,0,0,0,0,2,2
2054,8346214,1,1,1,1,22,10,22,0,0,1,4,4,0,0,0,0,14,0,1,1,1,2,1,1,2,1,2,1,1,2,330,2,0,0,1,0,0,0,1,2
2055,3329575,2,1,1,1,20,8,20,0,0,1,4,4,4,4,1,1,4,4,1,1,1,1,1,1,2,1,1,1,2,2,600,1,2,0,3,0,1,1,1,2
2056,5532391,2,1,1,5,1,0,0,1,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,100,2,0,0,0,0,0,0,2,2
2057,7516019,2,1,1,1,5,1,3,0,2,1,2,2,0,0,0,0,2,0,1,1,1,2,1,1,2,1,2,1,2,2,98,2,0,0,0,0,0,0,2,2
2058,1963711,2,1,1,1,7,2,6,0,1,1,0,0,3,3,0,0,0,3,1,1,1,2,1,1,2,1,1,1,2,2,274,2,0,0,0,0,0,0,1,2
2059,6961202,2,1,1,1,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,55,2,0,0,0,0,0,0,2,2
2060,5455129,2,1,1,5,1,0,1,0,0,2,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,58,2,0,0,0,0,0,0,2,2
2061,9757178,2,1,1,1,18,13,12,1,5,1,0,0,8,8,0,0,0,8,1,1,1,2,1,1,2,1,2,1,2,2,640,2,0,0,10,0,2,0,1,2
2062,6944702,2,1,1,1,20,0,20,0,0,1,11,11,0,0,0,0,11,0,1,1,1,2,1,1,2,1,2,1,1,1,350,1,0,0,7,0,1,4,1,2
2063,4830363,3,1,1,1,3,3,3,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,15,2,0,0,0,0,0,0,2,2
2064,7328406,3,1,1,1,3,3,3,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,45,2,0,0,0,0,0,0,2,2
2065,5338929,2,1,1,5,9,10,7,0,2,1,6,6,0,0,0,0,6,0,1,1,1,2,1,1,2,1,2,2,2,2,119,1,0,0,10,0,1,1,1,2
2066,2157866,2,1,1,1,4,2,4,0,0,1,6,6,0,0,0,0,6,0,1,1,1,2,1,1,2,1,2,1,2,2,2,2,0,0,0,0,0,0,2,2
2067,8620966,2,1,1,1,10,5,7,0,3,1,0,0,4,4,0,0,0,6,1,1,1,2,1,1,2,1,2,1,2,2,201,1,0,0,22,0,3,3,1,2
2068,2176221,1,1,1,6,4,1,0,4,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,1,2,30,2,0,0,0,0,0,0,2,2
2069,3891957,4,1,1,5,6,19,3,2,1,1,0,0,4,4,0,0,0,4,1,1,1,2,1,1,2,1,2,1,1,2,339,1,0,0,12,0,1,2,1,2
2070,5951122,3,1,1,6,5,1,4,1,0,2,1,1,2,2,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,2,0,2,0,0,1,0,0,0,2,2
2071,4235872,2,1,1,5,4,1,4,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,2,2,2,8,2,0,0,0,0,0,0,2,2
2072,1217947,2,1,1,1,4,1,4,0,0,1,1,1,1,1,0,0,1,1,1,1,1,2,1,1,2,1,2,1,2,2,200,2,0,0,0,0,0,0,1,2
2073,6452396,2,1,0,6,1,0,1,0,0,2,1,1,2,1,0,0,1,1,1,1,1,2,1,1,2,2,2,1,2,2,40,2,0,0,0,0,0,0,2,2
2074,4782820,3,1,1,1,18,10,15,1,2,1,4,4,0,0,1,0,4,0,1,1,1,2,1,1,2,1,1,1,1,1,247,1,0,0,1,1,1,1,1,2
2075,7148269,1,1,1,1,6,7,6,0,0,2,1,1,0,0,0,0,1,0,1,1,1,2,1,1,2,1,1,1,1,2,150,2,0,0,0,0,0,0,2,2
2076,2372141,3,1,1,1,5,0,5,0,0,2,0,0,4,2,0,0,0,2,1,1,1,2,1,1,2,1,1,1,1,2,50,2,0,0,0,0,0,0,2,2
2077,5494909,3,1,1,1,12,17,12,0,0,1,9,9,0,0,0,0,9,0,1,1,1,2,1,1,2,1,2,2,1,1,22,2,0,0,2,0,0,1,1,2
2078,9223388,3,1,1,1,8,2,0,8,0,2,0,0,4,4,0,0,0,4,1,1,1,2,1,1,2,1,2,1,1,1,252,1,0,0,4,0,0,1,1,2
2079,8084030,2,1,1,1,4,6,0,0,4,1,1,1,2,1,0,0,1,2,1,1,1,2,1,1,2,1,2,1,1,2,100,2,0,0,0,0,0,0,2,2
2080,8111912,2,1,1,1,6,4,4,1,1,1,3,3,0,0,0,0,3,0,1,1,1,2,1,1,2,1,2,1,2,2,230,1,0,0,10,0,0,1,1,2
